Age_Group,City,Income_Range,Top_Speed_kmh,Range_km,Price_INR,Company_Model,Preference
old,Ahmedabad,90k-110k,74,86,167182,Yamaha,1
middle-aged,Mumbai,70k-90k,49,95,196606,KTM,0
old,Chennai,90k-110k,63,71,91598,Mahindra,0
young,Bangalore,90k-110k,35,94,86372,Royal Enfield,0
middle-aged,Pune,90k-110k,43,91,163502,Suzuki,1
young,Kolkata,70k-90k,36,72,158930,Bajaj,1
young,Bangalore,90k-110k,36,81,162371,Royal Enfield,0
middle-aged,Chennai,50k-70k,56,57,181852,Bajaj,0
young,Kolkata,90k-110k,51,115,172792,Bajaj,0
old,Mumbai,50k-70k,43,106,182709,TVS,1
young,Hyderabad,70k-90k,54,112,169383,Suzuki,1
middle-aged,Ahmedabad,50k-70k,52,52,193229,KTM,0
middle-aged,Hyderabad,70k-90k,72,96,127990,Suzuki,0
middle-aged,Ahmedabad,90k-110k,72,51,106643,Yamaha,1
young,Bangalore,90k-110k,66,118,197893,Honda,0
middle-aged,Hyderabad,50k-70k,35,50,82174,Bajaj,1
middle-aged,Bangalore,90k-110k,51,101,112936,Honda,0
young,Hyderabad,50k-70k,42,51,92888,Honda,1
old,Ahmedabad,70k-90k,47,87,70372,KTM,1
young,Pune,90k-110k,47,107,79771,Hero,1
middle-aged,Hyderabad,90k-110k,36,50,183876,Yamaha,1
middle-aged,Ahmedabad,90k-110k,68,110,92928,Bajaj,1
young,Pune,30k-50k,63,98,68143,TVS,1
old,Kolkata,30k-50k,65,119,124981,Hero,1
middle-aged,Mumbai,50k-70k,59,62,47196,Honda,1
middle-aged,Bangalore,30k-50k,68,127,86865,Hero,1
middle-aged,Kolkata,90k-110k,60,75,65322,Mahindra,0
young,Bangalore,30k-50k,59,96,195388,TVS,1
middle-aged,Hyderabad,50k-70k,62,71,189764,Hero,0
old,Pune,30k-50k,66,52,60105,Kawasaki,0
middle-aged,Mumbai,70k-90k,45,63,157096,Suzuki,1
middle-aged,Hyderabad,70k-90k,69,108,146572,Yamaha,0
old,Mumbai,30k-50k,43,90,60978,Suzuki,1
middle-aged,Delhi,70k-90k,62,112,166649,Kawasaki,0
young,Kolkata,70k-90k,62,101,112447,Suzuki,0
young,Pune,30k-50k,53,58,62051,Royal Enfield,1
young,Pune,70k-90k,46,64,196376,Mahindra,0
old,Pune,50k-70k,51,76,98711,Hero,0
middle-aged,Hyderabad,50k-70k,71,71,166970,Bajaj,0
young,Chennai,90k-110k,59,69,109614,Kawasaki,1
old,Bangalore,50k-70k,49,121,139428,Suzuki,1
middle-aged,Mumbai,90k-110k,62,55,173000,Bajaj,0
old,Bangalore,90k-110k,49,83,196472,Royal Enfield,1
young,Bangalore,30k-50k,42,110,59762,TVS,1
young,Chennai,70k-90k,36,52,64874,Hero,1
young,Mumbai,30k-50k,61,106,199199,Honda,1
old,Delhi,90k-110k,71,79,123993,Bajaj,0
old,Pune,30k-50k,57,109,44559,KTM,0
young,Kolkata,70k-90k,35,99,156196,Yamaha,0
old,Bangalore,70k-90k,76,57,120407,Hero,0
young,Chennai,70k-90k,72,67,108068,Bajaj,0
young,Chennai,90k-110k,78,64,59261,Yamaha,0
middle-aged,Kolkata,30k-50k,45,92,192345,Yamaha,1
old,Kolkata,30k-50k,77,68,106543,Mahindra,1
young,Hyderabad,90k-110k,51,77,146566,Mahindra,1
young,Ahmedabad,90k-110k,51,64,107888,Mahindra,0
old,Mumbai,50k-70k,64,58,87876,Hero,1
middle-aged,Bangalore,30k-50k,46,59,143596,Suzuki,1
middle-aged,Bangalore,70k-90k,35,101,169342,KTM,1
young,Kolkata,30k-50k,61,56,159074,Hero,1
old,Ahmedabad,50k-70k,73,91,45986,KTM,0
middle-aged,Pune,70k-90k,62,71,91655,Suzuki,1
old,Hyderabad,50k-70k,73,91,63340,Royal Enfield,1
old,Delhi,90k-110k,67,85,99486,Mahindra,1
young,Bangalore,90k-110k,65,59,166762,Honda,1
middle-aged,Chennai,30k-50k,58,52,116908,Bajaj,0
young,Pune,90k-110k,75,87,90728,Honda,1
middle-aged,Kolkata,90k-110k,42,124,114320,Bajaj,0
middle-aged,Bangalore,30k-50k,43,54,58274,Yamaha,0
middle-aged,Mumbai,50k-70k,78,79,191531,Bajaj,1
middle-aged,Kolkata,50k-70k,52,87,98646,TVS,0
middle-aged,Chennai,70k-90k,65,52,88013,Royal Enfield,0
old,Mumbai,70k-90k,60,90,101378,Mahindra,1
young,Hyderabad,50k-70k,50,65,185044,KTM,1
old,Kolkata,90k-110k,75,91,123064,Hero,0
middle-aged,Kolkata,70k-90k,45,75,153688,Royal Enfield,1
young,Bangalore,50k-70k,50,87,77617,Hero,1
middle-aged,Mumbai,90k-110k,53,126,130593,Hero,1
young,Ahmedabad,90k-110k,69,101,146658,TVS,1
old,Hyderabad,50k-70k,71,78,174503,Suzuki,0
young,Ahmedabad,30k-50k,50,56,176596,Royal Enfield,1
young,Kolkata,50k-70k,57,71,196586,Mahindra,0
young,Pune,90k-110k,72,70,176851,Hero,1
young,Ahmedabad,70k-90k,49,89,64478,Bajaj,0
young,Chennai,90k-110k,74,79,56419,Bajaj,1
middle-aged,Mumbai,90k-110k,49,75,96300,Mahindra,1
young,Pune,50k-70k,55,56,130339,Suzuki,0
young,Bangalore,90k-110k,75,92,54839,KTM,0
old,Delhi,30k-50k,45,63,157096,Suzuki,0
young,Hyderabad,70k-90k,37,74,109584,Royal Enfield,1
old,Kolkata,50k-70k,36,123,184790,Kawasaki,0
middle-aged,Delhi,30k-50k,64,57,104148,Royal Enfield,0
young,Kolkata,70k-90k,59,106,161919,Yamaha,1
old,Ahmedabad,30k-50k,67,113,183805,Mahindra,1
old,Pune,90k-110k,51,67,133299,Suzuki,0
middle-aged,Bangalore,90k-110k,64,121,78600,Suzuki,0
young,Ahmedabad,30k-50k,63,125,145545,Yamaha,0
young,Bangalore,70k-90k,52,112,47271,Honda,1
old,Ahmedabad,30k-50k,59,96,184749,Kawasaki,0
young,Bangalore,30k-50k,39,59,95134,Yamaha,1
old,Bangalore,30k-50k,49,78,130713,Honda,1
young,Mumbai,70k-90k,71,51,157430,KTM,1
old,Ahmedabad,30k-50k,65,102,45906,Bajaj,0
young,Mumbai,90k-110k,64,83,54599,Hero,1
middle-aged,Kolkata,50k-70k,47,107,185519,Yamaha,1
young,Mumbai,90k-110k,48,111,127609,Honda,1
young,Kolkata,90k-110k,76,77,150968,KTM,0
middle-aged,Hyderabad,30k-50k,40,91,92037,Hero,1
young,Mumbai,50k-70k,69,99,195791,Bajaj,1
middle-aged,Mumbai,30k-50k,46,103,196131,Bajaj,0
young,Mumbai,50k-70k,35,67,168338,Hero,1
old,Hyderabad,90k-110k,53,89,136416,Suzuki,1
old,Chennai,70k-90k,77,126,89712,Yamaha,0
young,Hyderabad,30k-50k,76,50,82034,TVS,1
young,Bangalore,90k-110k,51,58,125029,Mahindra,1
young,Hyderabad,50k-70k,69,67,94934,KTM,1
old,Chennai,90k-110k,64,53,72343,Suzuki,0
young,Mumbai,90k-110k,43,54,58274,Yamaha,0
old,Mumbai,90k-110k,67,77,90936,TVS,1
middle-aged,Chennai,70k-90k,73,116,78160,Honda,0
old,Ahmedabad,30k-50k,55,63,195328,Kawasaki,0
old,Pune,30k-50k,40,79,106451,KTM,0
middle-aged,Kolkata,30k-50k,66,99,166772,Mahindra,1
old,Bangalore,70k-90k,36,90,128363,Royal Enfield,0
young,Hyderabad,70k-90k,63,86,172845,Royal Enfield,1
young,Kolkata,50k-70k,75,94,145531,Kawasaki,0
old,Ahmedabad,30k-50k,38,100,61824,Royal Enfield,0
young,Pune,50k-70k,39,62,165187,Royal Enfield,0
old,Bangalore,90k-110k,74,111,114871,Suzuki,0
young,Delhi,50k-70k,56,90,151293,Suzuki,0
young,Bangalore,50k-70k,37,85,109792,Mahindra,1
old,Hyderabad,90k-110k,46,125,97502,Kawasaki,0
young,Kolkata,90k-110k,35,97,109747,Royal Enfield,0
old,Bangalore,50k-70k,54,113,176385,Mahindra,0
young,Delhi,50k-70k,58,54,109294,Royal Enfield,0
young,Delhi,30k-50k,46,101,140950,Kawasaki,1
middle-aged,Mumbai,70k-90k,40,106,161472,Bajaj,1
middle-aged,Hyderabad,90k-110k,69,67,120425,Kawasaki,1
old,Delhi,50k-70k,66,69,82546,Honda,0
middle-aged,Chennai,70k-90k,68,99,181605,Honda,1
old,Kolkata,50k-70k,70,111,102466,Bajaj,1
middle-aged,Chennai,30k-50k,67,78,154189,Hero,0
young,Pune,50k-70k,46,52,54207,TVS,1
old,Chennai,90k-110k,63,126,63731,Suzuki,0
old,Kolkata,50k-70k,44,61,123286,Yamaha,1
young,Ahmedabad,50k-70k,50,106,112515,Royal Enfield,1
old,Pune,90k-110k,62,126,95024,Bajaj,0
old,Chennai,30k-50k,69,75,62799,Bajaj,0
middle-aged,Ahmedabad,90k-110k,58,77,48331,Yamaha,1
old,Chennai,50k-70k,54,98,102830,Suzuki,0
young,Hyderabad,30k-50k,72,105,195895,Hero,1
middle-aged,Pune,90k-110k,40,51,58779,Suzuki,1
middle-aged,Chennai,70k-90k,47,53,69395,Kawasaki,0
young,Delhi,70k-90k,55,117,85954,Suzuki,0
young,Ahmedabad,70k-90k,56,102,93810,Bajaj,0
middle-aged,Kolkata,90k-110k,46,96,160912,Honda,0
old,Kolkata,30k-50k,59,116,95586,Hero,1
middle-aged,Kolkata,90k-110k,67,84,169014,Suzuki,0
young,Chennai,50k-70k,64,115,190776,Royal Enfield,1
middle-aged,Delhi,90k-110k,59,123,149682,Kawasaki,0
young,Kolkata,70k-90k,38,121,51548,Yamaha,0
middle-aged,Bangalore,70k-90k,39,87,44028,TVS,0
old,Kolkata,50k-70k,66,77,130373,Mahindra,1
middle-aged,Mumbai,90k-110k,72,62,56062,Kawasaki,0
middle-aged,Bangalore,70k-90k,47,101,169813,Royal Enfield,1
young,Kolkata,90k-110k,69,88,172068,Yamaha,1
young,Chennai,70k-90k,78,89,149576,Yamaha,1
young,Ahmedabad,50k-70k,64,57,47262,Bajaj,1
middle-aged,Kolkata,30k-50k,46,102,134925,TVS,1
old,Delhi,30k-50k,60,91,185280,Royal Enfield,1
young,Delhi,70k-90k,72,94,77734,Mahindra,0
young,Kolkata,70k-90k,73,116,181980,Bajaj,0
middle-aged,Hyderabad,90k-110k,43,71,187377,KTM,1
young,Chennai,30k-50k,63,73,44037,TVS,1
old,Chennai,90k-110k,50,98,54514,Mahindra,0
old,Chennai,70k-90k,72,57,160481,Royal Enfield,0
young,Kolkata,30k-50k,72,75,50475,Honda,0
young,Ahmedabad,90k-110k,55,113,97836,Royal Enfield,1
middle-aged,Kolkata,70k-90k,38,108,112359,Royal Enfield,1
old,Mumbai,90k-110k,52,126,179099,Kawasaki,1
old,Delhi,90k-110k,44,105,48655,Kawasaki,1
young,Hyderabad,70k-90k,77,75,137831,TVS,1
middle-aged,Bangalore,90k-110k,38,103,105715,Honda,1
old,Bangalore,90k-110k,74,73,83218,Suzuki,1
old,Ahmedabad,30k-50k,64,120,96224,Mahindra,0
middle-aged,Delhi,90k-110k,77,126,186394,Honda,1
middle-aged,Pune,50k-70k,40,124,69993,Bajaj,0
old,Mumbai,70k-90k,52,103,67365,TVS,1
old,Delhi,90k-110k,70,114,99186,Royal Enfield,1
middle-aged,Mumbai,70k-90k,35,123,194348,KTM,1
old,Pune,50k-70k,63,107,114192,Hero,0
young,Mumbai,70k-90k,53,60,160518,Kawasaki,0
young,Chennai,50k-70k,35,121,52328,Honda,0
middle-aged,Delhi,50k-70k,75,108,103980,Honda,0
middle-aged,Bangalore,30k-50k,53,94,168891,Hero,0
middle-aged,Kolkata,50k-70k,51,90,98943,Honda,1
young,Pune,30k-50k,49,101,63797,Royal Enfield,1
old,Pune,90k-110k,67,65,79031,Royal Enfield,1
young,Kolkata,30k-50k,76,122,158476,TVS,1
old,Delhi,30k-50k,40,124,151724,Hero,0
young,Hyderabad,90k-110k,64,71,100911,TVS,0
old,Kolkata,70k-90k,45,55,145490,TVS,0
young,Mumbai,70k-90k,77,110,181444,Hero,1
middle-aged,Kolkata,90k-110k,62,94,145437,Hero,0
young,Mumbai,50k-70k,68,89,74531,Bajaj,1
old,Mumbai,30k-50k,62,102,176283,Kawasaki,0
young,Bangalore,70k-90k,45,67,44569,Hero,1
young,Kolkata,70k-90k,46,108,72555,Royal Enfield,1
young,Hyderabad,50k-70k,64,65,100174,Mahindra,1
middle-aged,Bangalore,70k-90k,59,104,129053,Honda,0
young,Hyderabad,70k-90k,76,122,89802,Hero,1
middle-aged,Kolkata,70k-90k,70,89,112187,Royal Enfield,0
middle-aged,Hyderabad,90k-110k,74,125,92075,Honda,1
young,Mumbai,70k-90k,48,124,168121,Yamaha,0
young,Hyderabad,70k-90k,69,56,121028,Yamaha,0
young,Kolkata,90k-110k,74,53,165070,Bajaj,0
old,Pune,70k-90k,41,118,159577,Hero,0
young,Pune,50k-70k,48,88,198310,Honda,1
middle-aged,Bangalore,30k-50k,52,62,173753,Kawasaki,1
young,Ahmedabad,90k-110k,38,59,51942,Kawasaki,1
old,Chennai,90k-110k,52,52,193229,KTM,0
young,Pune,70k-90k,67,69,107668,Kawasaki,0
old,Hyderabad,30k-50k,62,108,117302,KTM,1
old,Bangalore,50k-70k,63,98,163815,Honda,1
young,Hyderabad,50k-70k,42,78,97517,Yamaha,1
middle-aged,Chennai,30k-50k,67,64,84931,Bajaj,0
old,Delhi,30k-50k,55,59,75007,Suzuki,1
young,Bangalore,50k-70k,48,68,144591,Bajaj,1
young,Pune,70k-90k,64,69,124674,KTM,1
middle-aged,Pune,30k-50k,54,90,94903,Hero,0
old,Kolkata,30k-50k,71,101,180313,Bajaj,1
old,Chennai,70k-90k,75,64,180327,KTM,0
young,Pune,90k-110k,43,98,101692,TVS,1
young,Kolkata,30k-50k,64,82,47543,Bajaj,1
middle-aged,Chennai,70k-90k,70,98,159080,Mahindra,0
middle-aged,Bangalore,50k-70k,45,91,95667,Bajaj,0
old,Bangalore,90k-110k,40,51,58779,Suzuki,1
old,Kolkata,30k-50k,66,91,148126,Honda,1
young,Bangalore,70k-90k,64,116,129184,TVS,1
old,Kolkata,90k-110k,57,109,67290,Mahindra,1
middle-aged,Mumbai,70k-90k,76,50,73048,Bajaj,1
middle-aged,Hyderabad,50k-70k,36,125,137562,Royal Enfield,0
young,Chennai,30k-50k,44,61,97450,Suzuki,0
middle-aged,Kolkata,70k-90k,76,77,137220,Suzuki,1
middle-aged,Chennai,30k-50k,68,65,129501,Suzuki,1
middle-aged,Ahmedabad,70k-90k,66,61,58016,Honda,0
middle-aged,Mumbai,30k-50k,56,127,135501,Honda,0
young,Chennai,30k-50k,53,107,151460,Suzuki,0
young,Kolkata,90k-110k,62,72,143714,Hero,0
old,Hyderabad,70k-90k,37,118,197463,Hero,0
middle-aged,Hyderabad,70k-90k,52,126,174429,Yamaha,0
old,Bangalore,30k-50k,66,118,89771,Suzuki,1
young,Hyderabad,30k-50k,44,115,177669,KTM,1
young,Hyderabad,90k-110k,42,98,56856,Bajaj,0
young,Ahmedabad,50k-70k,53,126,130593,Hero,1
young,Chennai,70k-90k,45,78,199049,Royal Enfield,1
young,Chennai,30k-50k,65,102,112178,Yamaha,0
young,Pune,90k-110k,43,66,125741,KTM,0
young,Pune,30k-50k,73,81,122315,Honda,0
middle-aged,Mumbai,70k-90k,38,80,148885,Hero,1
old,Delhi,90k-110k,74,56,83767,Honda,1
young,Hyderabad,90k-110k,76,67,111005,Royal Enfield,1
middle-aged,Bangalore,30k-50k,46,108,72555,Royal Enfield,1
middle-aged,Hyderabad,30k-50k,39,124,148647,Bajaj,1
old,Kolkata,50k-70k,66,118,89771,Suzuki,1
young,Mumbai,50k-70k,65,52,140134,Royal Enfield,0
old,Kolkata,70k-90k,40,92,140856,Suzuki,0
young,Kolkata,70k-90k,54,104,185932,Yamaha,0
middle-aged,Chennai,90k-110k,42,107,102032,Bajaj,1
middle-aged,Mumbai,70k-90k,60,114,109886,Honda,1
middle-aged,Mumbai,50k-70k,41,117,131985,Kawasaki,0
middle-aged,Pune,50k-70k,63,52,125481,KTM,1
old,Ahmedabad,50k-70k,40,85,118353,Kawasaki,1
young,Bangalore,30k-50k,47,59,187953,Bajaj,0
young,Delhi,50k-70k,45,97,157012,Royal Enfield,0
old,Kolkata,50k-70k,67,123,44727,Royal Enfield,1
young,Hyderabad,70k-90k,59,125,169266,Royal Enfield,0
middle-aged,Bangalore,50k-70k,40,80,72549,Hero,0
young,Hyderabad,50k-70k,71,114,195043,Kawasaki,1
middle-aged,Pune,30k-50k,59,123,109480,TVS,1
old,Ahmedabad,50k-70k,38,84,94411,Royal Enfield,1
young,Ahmedabad,70k-90k,64,123,136259,Suzuki,1
old,Bangalore,30k-50k,47,72,170545,TVS,0
young,Kolkata,90k-110k,52,105,129657,Bajaj,0
middle-aged,Chennai,50k-70k,74,59,55560,TVS,0
old,Chennai,50k-70k,72,67,108068,Bajaj,0
young,Kolkata,50k-70k,48,126,145505,Suzuki,0
middle-aged,Pune,90k-110k,71,79,123993,Bajaj,1
old,Pune,30k-50k,68,124,161419,TVS,0
old,Mumbai,30k-50k,66,87,109867,KTM,1
young,Delhi,50k-70k,60,72,99381,Suzuki,0
young,Hyderabad,90k-110k,41,88,151441,Yamaha,0
young,Chennai,70k-90k,43,90,60978,Suzuki,0
middle-aged,Delhi,90k-110k,74,125,184749,Mahindra,0
young,Bangalore,50k-70k,71,103,51436,Royal Enfield,1
old,Hyderabad,90k-110k,43,77,108800,Suzuki,0
old,Hyderabad,30k-50k,67,76,166640,Hero,0
young,Hyderabad,30k-50k,41,73,119320,Hero,1
young,Bangalore,30k-50k,55,62,165282,Kawasaki,1
old,Kolkata,70k-90k,73,65,45074,Bajaj,1
middle-aged,Ahmedabad,90k-110k,52,111,191298,Hero,0
young,Ahmedabad,50k-70k,41,118,75153,Yamaha,1
young,Kolkata,50k-70k,42,85,183665,Hero,0
old,Kolkata,30k-50k,45,94,100792,Bajaj,0
young,Hyderabad,50k-70k,75,108,79135,Honda,1
middle-aged,Pune,70k-90k,78,62,163217,TVS,0
old,Chennai,90k-110k,76,106,114027,Bajaj,0
young,Delhi,70k-90k,48,112,129192,Royal Enfield,1
old,Ahmedabad,90k-110k,45,119,53399,TVS,0
young,Bangalore,90k-110k,60,57,176267,Mahindra,1
young,Delhi,90k-110k,50,57,89117,Yamaha,0
young,Ahmedabad,50k-70k,64,70,115185,TVS,1
middle-aged,Chennai,50k-70k,66,109,185964,Hero,1
middle-aged,Hyderabad,50k-70k,77,75,137831,TVS,1
old,Delhi,50k-70k,59,82,140160,Suzuki,0
young,Hyderabad,50k-70k,59,69,126674,Bajaj,0
young,Delhi,50k-70k,45,92,73545,Suzuki,0
middle-aged,Pune,30k-50k,72,62,56062,Kawasaki,1
young,Ahmedabad,30k-50k,66,97,68485,Bajaj,1
middle-aged,Kolkata,30k-50k,71,57,94298,Honda,1
young,Pune,70k-90k,78,90,151779,Yamaha,1
old,Pune,70k-90k,69,108,172949,Suzuki,0
young,Hyderabad,70k-90k,61,122,185758,Honda,0
young,Delhi,90k-110k,47,96,51170,Bajaj,0
middle-aged,Delhi,90k-110k,60,53,187572,Hero,0
young,Pune,70k-90k,57,109,47880,TVS,0
young,Delhi,30k-50k,78,72,185918,TVS,0
middle-aged,Pune,50k-70k,73,122,51086,KTM,1
old,Mumbai,50k-70k,62,89,182919,Suzuki,1
old,Ahmedabad,50k-70k,57,111,127551,Yamaha,0
middle-aged,Pune,90k-110k,65,98,171602,Yamaha,0
middle-aged,Bangalore,70k-90k,39,103,198591,Royal Enfield,0
middle-aged,Bangalore,30k-50k,60,62,67772,Bajaj,1
middle-aged,Delhi,50k-70k,60,111,177558,Royal Enfield,0
middle-aged,Pune,70k-90k,75,126,111061,Suzuki,1
old,Pune,70k-90k,61,83,166431,TVS,1
old,Kolkata,90k-110k,62,104,192890,Yamaha,0
middle-aged,Ahmedabad,90k-110k,47,52,141247,Royal Enfield,1
young,Hyderabad,90k-110k,54,110,179653,Kawasaki,1
middle-aged,Kolkata,90k-110k,69,77,60651,Mahindra,0
young,Kolkata,70k-90k,59,51,167014,Suzuki,1
middle-aged,Pune,90k-110k,52,65,75385,Suzuki,0
middle-aged,Ahmedabad,50k-70k,45,64,151561,Yamaha,0
old,Pune,30k-50k,36,92,105720,Yamaha,0
young,Bangalore,90k-110k,54,62,112274,Bajaj,0
young,Chennai,50k-70k,78,85,141469,Kawasaki,1
old,Delhi,30k-50k,72,62,56062,Kawasaki,1
old,Bangalore,90k-110k,60,99,114198,Bajaj,0
old,Kolkata,90k-110k,35,88,141927,Royal Enfield,1
old,Bangalore,30k-50k,39,76,66414,Bajaj,0
young,Bangalore,50k-70k,56,64,175436,TVS,1
young,Bangalore,50k-70k,72,74,143244,Honda,0
middle-aged,Ahmedabad,70k-90k,64,127,148504,Mahindra,1
middle-aged,Kolkata,70k-90k,75,79,143318,Yamaha,1
old,Chennai,90k-110k,38,110,91013,Kawasaki,1
old,Mumbai,50k-70k,46,94,90710,Hero,0
old,Delhi,50k-70k,65,115,130038,KTM,0
middle-aged,Delhi,90k-110k,57,91,69595,KTM,0
middle-aged,Hyderabad,30k-50k,74,69,95507,Yamaha,0
middle-aged,Bangalore,30k-50k,55,68,156148,Royal Enfield,0
middle-aged,Chennai,70k-90k,69,66,78550,Honda,0
middle-aged,Kolkata,90k-110k,73,114,195126,Kawasaki,1
middle-aged,Mumbai,30k-50k,59,127,45537,Suzuki,0
middle-aged,Mumbai,90k-110k,74,57,177909,KTM,1
old,Bangalore,50k-70k,67,78,154189,Hero,0
old,Bangalore,30k-50k,66,104,118408,Royal Enfield,0
old,Kolkata,30k-50k,56,74,62847,Honda,0
old,Hyderabad,30k-50k,50,51,105394,Bajaj,1
middle-aged,Kolkata,50k-70k,64,96,110540,Honda,0
young,Ahmedabad,70k-90k,73,112,48482,Kawasaki,1
middle-aged,Pune,90k-110k,73,97,102026,TVS,0
young,Kolkata,30k-50k,56,82,111945,Bajaj,0
old,Bangalore,50k-70k,60,114,109886,Honda,0
middle-aged,Chennai,30k-50k,45,53,86459,Royal Enfield,1
old,Bangalore,90k-110k,40,71,186509,Royal Enfield,0
middle-aged,Hyderabad,90k-110k,43,99,167714,Bajaj,0
old,Bangalore,30k-50k,52,111,191298,Hero,0
young,Mumbai,50k-70k,73,66,126428,KTM,0
young,Ahmedabad,30k-50k,62,71,136889,KTM,1
young,Kolkata,50k-70k,69,56,121028,Yamaha,1
middle-aged,Delhi,70k-90k,71,127,72067,TVS,0
young,Kolkata,30k-50k,77,65,116959,Kawasaki,1
middle-aged,Pune,50k-70k,74,108,110433,TVS,0
young,Chennai,30k-50k,75,126,99612,Royal Enfield,0
young,Chennai,90k-110k,55,127,101480,Kawasaki,0
middle-aged,Kolkata,90k-110k,49,51,65323,KTM,1
middle-aged,Kolkata,30k-50k,39,55,134748,Honda,1
young,Bangalore,30k-50k,59,61,129973,Yamaha,0
middle-aged,Delhi,50k-70k,46,116,124758,TVS,1
young,Hyderabad,50k-70k,64,73,101175,Bajaj,1
middle-aged,Bangalore,90k-110k,66,121,183143,Suzuki,0
old,Ahmedabad,50k-70k,64,104,119791,Royal Enfield,1
old,Mumbai,90k-110k,38,90,173614,Hero,1
old,Ahmedabad,70k-90k,60,70,143864,Bajaj,1
old,Mumbai,30k-50k,69,69,179905,KTM,1
old,Ahmedabad,50k-70k,68,115,169520,Suzuki,0
young,Chennai,90k-110k,56,97,103946,Hero,1
old,Chennai,90k-110k,78,98,107355,Mahindra,1
old,Delhi,30k-50k,58,92,81067,Honda,0
old,Chennai,30k-50k,64,83,136264,Suzuki,0
old,Pune,30k-50k,45,108,51642,Bajaj,1
middle-aged,Ahmedabad,50k-70k,74,94,147579,Hero,1
young,Mumbai,70k-90k,67,65,148320,KTM,0
old,Delhi,70k-90k,72,50,127127,TVS,0
old,Mumbai,70k-90k,59,121,151009,Kawasaki,1
old,Kolkata,70k-90k,45,92,73545,Suzuki,1
young,Kolkata,90k-110k,53,104,91657,KTM,0
middle-aged,Delhi,50k-70k,35,117,100920,TVS,0
young,Bangalore,70k-90k,36,70,99856,Honda,1
middle-aged,Pune,70k-90k,61,116,138024,Mahindra,0
old,Hyderabad,50k-70k,42,85,62706,Royal Enfield,1
old,Pune,50k-70k,70,91,171571,Mahindra,0
young,Ahmedabad,30k-50k,40,81,87601,TVS,0
young,Hyderabad,30k-50k,50,69,70708,Kawasaki,0
middle-aged,Chennai,70k-90k,46,90,181821,Bajaj,1
middle-aged,Hyderabad,90k-110k,58,74,73685,Honda,1
young,Delhi,30k-50k,35,99,169604,KTM,0
middle-aged,Pune,50k-70k,51,85,177922,TVS,1
young,Hyderabad,30k-50k,35,97,109747,Royal Enfield,0
middle-aged,Chennai,30k-50k,60,97,97331,KTM,0
young,Mumbai,50k-70k,69,76,45214,Royal Enfield,1
young,Hyderabad,70k-90k,70,77,81696,Hero,1
young,Bangalore,30k-50k,66,60,145291,Bajaj,1
middle-aged,Chennai,30k-50k,73,64,156945,Bajaj,0
middle-aged,Kolkata,70k-90k,67,62,103072,Kawasaki,1
middle-aged,Hyderabad,30k-50k,44,110,198607,Honda,0
young,Kolkata,90k-110k,52,71,141123,Yamaha,1
middle-aged,Mumbai,70k-90k,63,94,176921,TVS,0
middle-aged,Delhi,90k-110k,53,127,113835,Mahindra,0
young,Chennai,50k-70k,54,116,192348,Honda,0
old,Hyderabad,90k-110k,43,120,186954,Kawasaki,1
young,Hyderabad,50k-70k,65,74,142375,KTM,0
middle-aged,Mumbai,70k-90k,73,110,122608,TVS,0
young,Hyderabad,50k-70k,46,64,118233,Hero,1
old,Kolkata,50k-70k,45,108,143083,Hero,1
young,Hyderabad,50k-70k,59,60,131793,Royal Enfield,0
middle-aged,Ahmedabad,50k-70k,61,105,121256,KTM,1
old,Hyderabad,90k-110k,42,72,80021,Hero,0
middle-aged,Kolkata,50k-70k,65,86,192465,Royal Enfield,0
old,Kolkata,50k-70k,66,81,190692,Yamaha,0
old,Bangalore,30k-50k,64,62,65577,Royal Enfield,0
young,Bangalore,30k-50k,57,121,130576,Mahindra,1
young,Kolkata,30k-50k,47,54,90638,Royal Enfield,1
middle-aged,Pune,50k-70k,36,94,67086,Yamaha,0
young,Delhi,30k-50k,59,67,119118,Honda,1
young,Bangalore,90k-110k,62,102,176283,Kawasaki,0
old,Chennai,70k-90k,77,50,83023,KTM,0
young,Bangalore,70k-90k,37,113,129435,KTM,1
old,Chennai,70k-90k,62,103,90300,Yamaha,1
old,Bangalore,30k-50k,72,105,154805,Royal Enfield,1
old,Kolkata,50k-70k,37,58,150723,Bajaj,0
middle-aged,Hyderabad,70k-90k,38,93,149280,Suzuki,1
middle-aged,Chennai,90k-110k,71,119,101124,Royal Enfield,1
middle-aged,Ahmedabad,30k-50k,40,71,186509,Royal Enfield,1
old,Hyderabad,30k-50k,41,53,73381,Hero,1
middle-aged,Hyderabad,90k-110k,54,72,168279,Bajaj,0
middle-aged,Delhi,50k-70k,36,63,187956,Royal Enfield,1
young,Bangalore,50k-70k,54,105,45750,Suzuki,1
middle-aged,Bangalore,90k-110k,54,94,64187,Kawasaki,0
middle-aged,Kolkata,90k-110k,46,114,182761,Bajaj,0
old,Chennai,30k-50k,64,67,199223,Mahindra,0
old,Pune,90k-110k,49,116,80519,Bajaj,0
old,Kolkata,50k-70k,47,54,49544,Hero,0
old,Hyderabad,50k-70k,36,79,175627,Suzuki,0
old,Chennai,50k-70k,59,91,143612,Bajaj,1
old,Bangalore,50k-70k,72,75,91636,Hero,0
middle-aged,Bangalore,50k-70k,41,105,152684,Suzuki,1
old,Bangalore,30k-50k,35,127,89647,Royal Enfield,1
